architecture,time,run_id
0.0,10.309500694274902,0.0
0.0,10.853724479675293,1.0
0.0,10.888136863708496,2.0
0.0,10.32362174987793,3.0
0.0,10.330803871154785,4.0
0.0,11.050395011901855,5.0
0.0,11.68014144897461,6.0
0.0,11.604782104492188,7.0
0.0,11.909379959106445,8.0
0.0,11.77258586883545,9.0
1.0,10.832568168640137,0.0
1.0,11.51097297668457,1.0
1.0,11.538328170776367,2.0
1.0,11.323102951049805,3.0
1.0,11.266438484191895,4.0
1.0,11.597786903381348,5.0
1.0,11.699167251586914,6.0
1.0,11.9989652633667,7.0
1.0,11.794304847717285,8.0
1.0,13.147992134094238,9.0
2.0,11.727538108825684,0.0
2.0,11.925189971923828,1.0
2.0,11.862466812133789,2.0
2.0,12.527620315551758,3.0
2.0,12.061650276184082,4.0
2.0,12.822362899780273,5.0
2.0,12.560320854187012,6.0
2.0,11.282018661499023,7.0
2.0,10.864749908447266,8.0
2.0,10.848992347717285,9.0
3.0,11.239591598510742,0.0
3.0,10.94955062866211,1.0
3.0,10.939510345458984,2.0
3.0,10.88001537322998,3.0
3.0,10.937984466552734,4.0
3.0,10.98385238647461,5.0
3.0,11.912425994873047,6.0
3.0,11.365150451660156,7.0
3.0,11.945033073425293,8.0
3.0,11.09759521484375,9.0
4.0,11.093714714050293,0.0
4.0,11.067172050476074,1.0
4.0,11.087182998657227,2.0
4.0,11.105606079101562,3.0
4.0,11.090194702148438,4.0
4.0,11.239983558654785,5.0
4.0,11.108968734741211,6.0
4.0,11.142784118652344,7.0
4.0,11.365686416625977,8.0
4.0,11.490117073059082,9.0
5.0,12.195233345031738,0.0
5.0,12.11619758605957,1.0
5.0,11.91159439086914,2.0
5.0,11.689730644226074,3.0
5.0,11.239859580993652,4.0
5.0,11.634085655212402,5.0
5.0,11.717911720275879,6.0
5.0,11.487428665161133,7.0
5.0,11.451403617858887,8.0
5.0,11.25517463684082,9.0
6.0,12.199152946472168,0.0
6.0,11.51099967956543,1.0
6.0,12.293176651000977,2.0
6.0,11.590182304382324,3.0
6.0,11.053032875061035,4.0
6.0,11.759481430053711,5.0
6.0,10.891603469848633,6.0
6.0,10.905258178710938,7.0
6.0,11.302242279052734,8.0
6.0,12.89238452911377,9.0
