architecture,time,run_id
0.0,13.343605041503906,0.0
0.0,13.282638549804688,1.0
0.0,13.360504150390625,2.0
0.0,13.347628593444824,3.0
0.0,13.474653244018555,4.0
0.0,14.054062843322754,5.0
0.0,13.828255653381348,6.0
0.0,14.436056137084961,7.0
0.0,14.555070877075195,8.0
0.0,15.046628952026367,9.0
0.0,14.59430980682373,10.0
0.0,14.800765037536621,11.0
0.0,15.599430084228516,12.0
0.0,14.926941871643066,13.0
0.0,14.301329612731934,14.0
1.0,15.207962036132812,0.0
1.0,14.829710960388184,1.0
1.0,14.682372093200684,2.0
1.0,16.207725524902344,3.0
1.0,15.199721336364746,4.0
1.0,14.88654899597168,5.0
1.0,15.246875762939453,6.0
1.0,14.350605964660645,7.0
1.0,13.954683303833008,8.0
1.0,13.860908508300781,9.0
1.0,13.888677597045898,10.0
1.0,13.888893127441406,11.0
1.0,14.231961250305176,12.0
1.0,13.916630744934082,13.0
1.0,13.844799995422363,14.0
2.0,14.184636116027832,0.0
2.0,13.994363784790039,1.0
2.0,13.966022491455078,2.0
2.0,14.02331829071045,3.0
2.0,14.02798080444336,4.0
2.0,13.98931884765625,5.0
2.0,13.96094036102295,6.0
2.0,14.004629135131836,7.0
2.0,13.988262176513672,8.0
2.0,14.024799346923828,9.0
2.0,13.999980926513672,10.0
2.0,13.413435935974121,11.0
2.0,13.537836074829102,12.0
2.0,13.996805191040039,13.0
2.0,13.883273124694824,14.0
3.0,13.86682415008545,0.0
3.0,13.814006805419922,1.0
3.0,13.679239273071289,2.0
3.0,13.963820457458496,3.0
3.0,13.676506996154785,4.0
3.0,13.750699996948242,5.0
3.0,13.739316940307617,6.0
3.0,14.245758056640625,7.0
3.0,14.527128219604492,8.0
3.0,14.28775405883789,9.0
3.0,16.468069076538086,10.0
3.0,16.36728858947754,11.0
3.0,14.475748062133789,12.0
3.0,14.547497749328613,13.0
3.0,16.945133209228516,14.0
4.0,16.38654327392578,0.0
4.0,17.563005447387695,1.0
4.0,15.903836250305176,2.0
4.0,16.65629768371582,3.0
4.0,14.913125991821289,4.0
4.0,15.365967750549316,5.0
4.0,14.347349166870117,6.0
4.0,14.120257377624512,7.0
4.0,14.559525489807129,8.0
4.0,15.2752685546875,9.0
4.0,16.308853149414062,10.0
4.0,15.130708694458008,11.0
4.0,15.10376262664795,12.0
4.0,15.924413681030273,13.0
4.0,15.779236793518066,14.0
5.0,16.24310874938965,0.0
5.0,15.960836410522461,1.0
5.0,14.16173267364502,2.0
5.0,14.982717514038086,3.0
5.0,14.796287536621094,4.0
5.0,15.141554832458496,5.0
5.0,14.311034202575684,6.0
5.0,14.638747215270996,7.0
5.0,16.030900955200195,8.0
5.0,16.14691925048828,9.0
5.0,15.442105293273926,10.0
5.0,16.48616600036621,11.0
5.0,15.450217247009277,12.0
5.0,16.19806480407715,13.0
5.0,15.325085639953613,14.0
6.0,15.289216041564941,0.0
6.0,15.913203239440918,1.0
6.0,14.700671195983887,2.0
6.0,15.47962760925293,3.0
6.0,16.26744270324707,4.0
6.0,15.171175003051758,5.0
6.0,14.48043441772461,6.0
6.0,14.344865798950195,7.0
6.0,14.297203063964844,8.0
6.0,15.413132667541504,9.0
6.0,15.557820320129395,10.0
6.0,15.36129379272461,11.0
6.0,15.337984085083008,12.0
6.0,15.46257495880127,13.0
6.0,15.087335586547852,14.0
