run_id,architecture,accuracy,type,epochs
0.0,0.0,50.29999923706055,0.0,0.0
0.0,0.0,50.20000076293945,1.0,0.0
0.0,0.0,75.4000015258789,0.0,2.0
0.0,0.0,72.69999694824219,1.0,2.0
0.0,0.0,87.0999984741211,0.0,4.0
0.0,0.0,85.30000305175781,1.0,4.0
0.0,0.0,92.0999984741211,0.0,6.0
0.0,0.0,88.5999984741211,1.0,6.0
0.0,0.0,92.9000015258789,0.0,8.0
0.0,0.0,89.9000015258789,1.0,8.0
0.0,0.0,96.0999984741211,0.0,10.0
0.0,0.0,91.80000305175781,1.0,10.0
0.0,0.0,96.0,0.0,12.0
0.0,0.0,92.69999694824219,1.0,12.0
0.0,0.0,96.4000015258789,0.0,14.0
0.0,0.0,93.0999984741211,1.0,14.0
0.0,0.0,96.5,0.0,16.0
0.0,0.0,93.30000305175781,1.0,16.0
0.0,0.0,97.0,0.0,18.0
0.0,0.0,94.69999694824219,1.0,18.0
0.0,0.0,97.9000015258789,0.0,20.0
0.0,0.0,94.69999694824219,1.0,20.0
0.0,0.0,98.19999694824219,0.0,22.0
0.0,0.0,94.19999694824219,1.0,22.0
0.0,0.0,98.9000015258789,0.0,24.0
0.0,0.0,94.9000015258789,1.0,24.0
0.0,0.0,98.69999694824219,0.0,26.0
0.0,0.0,94.0999984741211,1.0,26.0
0.0,0.0,98.4000015258789,0.0,28.0
0.0,0.0,94.80000305175781,1.0,28.0
1.0,0.0,50.0,0.0,0.0
1.0,0.0,50.70000076293945,1.0,0.0
1.0,0.0,80.19999694824219,0.0,2.0
1.0,0.0,76.69999694824219,1.0,2.0
1.0,0.0,82.30000305175781,0.0,4.0
1.0,0.0,82.19999694824219,1.0,4.0
1.0,0.0,89.9000015258789,0.0,6.0
1.0,0.0,89.5,1.0,6.0
1.0,0.0,94.0,0.0,8.0
1.0,0.0,89.80000305175781,1.0,8.0
1.0,0.0,95.5999984741211,0.0,10.0
1.0,0.0,92.5999984741211,1.0,10.0
1.0,0.0,95.0,0.0,12.0
1.0,0.0,90.9000015258789,1.0,12.0
1.0,0.0,96.9000015258789,0.0,14.0
1.0,0.0,94.30000305175781,1.0,14.0
1.0,0.0,97.5,0.0,16.0
1.0,0.0,94.4000015258789,1.0,16.0
1.0,0.0,97.30000305175781,0.0,18.0
1.0,0.0,94.0999984741211,1.0,18.0
1.0,0.0,97.5,0.0,20.0
1.0,0.0,93.0999984741211,1.0,20.0
1.0,0.0,98.19999694824219,0.0,22.0
1.0,0.0,94.4000015258789,1.0,22.0
1.0,0.0,99.0,0.0,24.0
1.0,0.0,94.30000305175781,1.0,24.0
1.0,0.0,98.30000305175781,0.0,26.0
1.0,0.0,94.5999984741211,1.0,26.0
1.0,0.0,98.80000305175781,0.0,28.0
1.0,0.0,96.0,1.0,28.0
2.0,0.0,50.0,0.0,0.0
2.0,0.0,50.400001525878906,1.0,0.0
2.0,0.0,79.19999694824219,0.0,2.0
2.0,0.0,78.9000015258789,1.0,2.0
2.0,0.0,89.0,0.0,4.0
2.0,0.0,87.69999694824219,1.0,4.0
2.0,0.0,88.4000015258789,0.0,6.0
2.0,0.0,87.4000015258789,1.0,6.0
2.0,0.0,92.0,0.0,8.0
2.0,0.0,88.69999694824219,1.0,8.0
2.0,0.0,95.0,0.0,10.0
2.0,0.0,92.5,1.0,10.0
2.0,0.0,95.9000015258789,0.0,12.0
2.0,0.0,92.80000305175781,1.0,12.0
2.0,0.0,96.9000015258789,0.0,14.0
2.0,0.0,92.69999694824219,1.0,14.0
2.0,0.0,97.4000015258789,0.0,16.0
2.0,0.0,95.19999694824219,1.0,16.0
2.0,0.0,97.69999694824219,0.0,18.0
2.0,0.0,94.5,1.0,18.0
2.0,0.0,97.5999984741211,0.0,20.0
2.0,0.0,93.9000015258789,1.0,20.0
2.0,0.0,97.4000015258789,0.0,22.0
2.0,0.0,94.5999984741211,1.0,22.0
2.0,0.0,98.19999694824219,0.0,24.0
2.0,0.0,93.0999984741211,1.0,24.0
2.0,0.0,98.30000305175781,0.0,26.0
2.0,0.0,95.5,1.0,26.0
2.0,0.0,98.19999694824219,0.0,28.0
2.0,0.0,95.19999694824219,1.0,28.0
3.0,0.0,50.0,0.0,0.0
3.0,0.0,50.0,1.0,0.0
3.0,0.0,81.5,0.0,2.0
3.0,0.0,73.69999694824219,1.0,2.0
3.0,0.0,91.19999694824219,0.0,4.0
3.0,0.0,85.69999694824219,1.0,4.0
3.0,0.0,92.19999694824219,0.0,6.0
3.0,0.0,87.5999984741211,1.0,6.0
3.0,0.0,93.9000015258789,0.0,8.0
3.0,0.0,87.5999984741211,1.0,8.0
3.0,0.0,95.9000015258789,0.0,10.0
3.0,0.0,91.4000015258789,1.0,10.0
3.0,0.0,95.5999984741211,0.0,12.0
3.0,0.0,90.80000305175781,1.0,12.0
3.0,0.0,95.9000015258789,0.0,14.0
3.0,0.0,91.19999694824219,1.0,14.0
3.0,0.0,97.0999984741211,0.0,16.0
3.0,0.0,93.5999984741211,1.0,16.0
3.0,0.0,97.9000015258789,0.0,18.0
3.0,0.0,93.5,1.0,18.0
3.0,0.0,97.80000305175781,0.0,20.0
3.0,0.0,92.9000015258789,1.0,20.0
3.0,0.0,98.30000305175781,0.0,22.0
3.0,0.0,93.80000305175781,1.0,22.0
3.0,0.0,98.5999984741211,0.0,24.0
3.0,0.0,94.0,1.0,24.0
3.0,0.0,99.19999694824219,0.0,26.0
3.0,0.0,94.19999694824219,1.0,26.0
3.0,0.0,98.4000015258789,0.0,28.0
