run_id,architecture,accuracy,type,epochs
0.0,0.0,54.599998474121094,0.0,0.0
0.0,0.0,50.25,1.0,0.0
0.0,0.0,75.69999694824219,0.0,2.0
0.0,0.0,75.5,1.0,2.0
0.0,0.0,84.5,0.0,4.0
0.0,0.0,83.5,1.0,4.0
0.0,0.0,88.19999694824219,0.0,6.0
0.0,0.0,86.75,1.0,6.0
0.0,0.0,92.5,0.0,8.0
0.0,0.0,91.0,1.0,8.0
0.0,0.0,95.9000015258789,0.0,10.0
0.0,0.0,94.75,1.0,10.0
0.0,0.0,97.0999984741211,0.0,12.0
0.0,0.0,96.25,1.0,12.0
0.0,0.0,97.0,0.0,14.0
0.0,0.0,95.75,1.0,14.0
0.0,0.0,97.19999694824219,0.0,16.0
0.0,0.0,93.75,1.0,16.0
0.0,0.0,97.80000305175781,0.0,18.0
0.0,0.0,96.5,1.0,18.0
0.0,0.0,98.5,0.0,20.0
0.0,0.0,94.75,1.0,20.0
0.0,0.0,98.30000305175781,0.0,22.0
0.0,0.0,97.25,1.0,22.0
0.0,0.0,98.19999694824219,0.0,24.0
0.0,0.0,96.5,1.0,24.0
0.0,0.0,98.80000305175781,0.0,26.0
0.0,0.0,96.5,1.0,26.0
0.0,0.0,98.5999984741211,0.0,28.0
0.0,0.0,96.5,1.0,28.0
1.0,0.0,44.29999923706055,0.0,0.0
1.0,0.0,45.0,1.0,0.0
1.0,0.0,80.9000015258789,0.0,2.0
1.0,0.0,74.75,1.0,2.0
1.0,0.0,89.30000305175781,0.0,4.0
1.0,0.0,86.5,1.0,4.0
1.0,0.0,91.30000305175781,0.0,6.0
1.0,0.0,87.25,1.0,6.0
1.0,0.0,94.0999984741211,0.0,8.0
1.0,0.0,88.25,1.0,8.0
1.0,0.0,96.19999694824219,0.0,10.0
1.0,0.0,90.75,1.0,10.0
1.0,0.0,95.5999984741211,0.0,12.0
1.0,0.0,93.0,1.0,12.0
1.0,0.0,97.5,0.0,14.0
1.0,0.0,92.75,1.0,14.0
1.0,0.0,97.30000305175781,0.0,16.0
1.0,0.0,94.25,1.0,16.0
1.0,0.0,97.69999694824219,0.0,18.0
1.0,0.0,95.75,1.0,18.0
1.0,0.0,98.69999694824219,0.0,20.0
1.0,0.0,95.75,1.0,20.0
1.0,0.0,97.4000015258789,0.0,22.0
