architecture,time,run_id
0.0,16.24105453491211,0.0
0.0,15.300298690795898,1.0
0.0,15.647421836853027,2.0
0.0,15.984426498413086,3.0
0.0,15.683211326599121,4.0
0.0,15.699572563171387,5.0
0.0,15.870348930358887,6.0
0.0,15.907676696777344,7.0
0.0,15.945669174194336,8.0
0.0,17.774160385131836,9.0
0.0,17.6046199798584,10.0
0.0,17.584978103637695,11.0
0.0,17.759958267211914,12.0
0.0,16.990901947021484,13.0
0.0,16.30100440979004,14.0
1.0,17.80052947998047,0.0
1.0,15.695130348205566,1.0
1.0,15.788253784179688,2.0
1.0,15.729656219482422,3.0
1.0,15.777932167053223,4.0
1.0,16.021284103393555,5.0
1.0,17.995832443237305,6.0
1.0,17.68536376953125,7.0
1.0,17.6867733001709,8.0
1.0,17.560779571533203,9.0
1.0,17.682342529296875,10.0
1.0,17.600116729736328,11.0
1.0,17.537452697753906,12.0
1.0,17.492233276367188,13.0
1.0,17.56751251220703,14.0
2.0,17.47824478149414,0.0
2.0,17.6199951171875,1.0
2.0,17.570632934570312,2.0
2.0,17.593284606933594,3.0
2.0,17.513944625854492,4.0
2.0,17.645009994506836,5.0
2.0,17.68390464782715,6.0
2.0,17.098918914794922,7.0
2.0,16.10222625732422,8.0
2.0,16.12722396850586,9.0
2.0,17.569772720336914,10.0
2.0,16.738361358642578,11.0
2.0,15.996161460876465,12.0
2.0,16.02455711364746,13.0
2.0,16.06915283203125,14.0
3.0,17.215431213378906,0.0
3.0,16.457263946533203,1.0
3.0,16.321895599365234,2.0
3.0,16.148807525634766,3.0
3.0,16.19170379638672,4.0
3.0,16.21354866027832,5.0
3.0,16.150102615356445,6.0
3.0,16.217422485351562,7.0
3.0,16.491348266601562,8.0
3.0,16.386539459228516,9.0
3.0,16.35193634033203,10.0
3.0,16.399799346923828,11.0
3.0,16.37749481201172,12.0
3.0,16.31683349609375,13.0
3.0,17.195938110351562,14.0
4.0,16.360389709472656,0.0
4.0,16.363916397094727,1.0
4.0,16.439613342285156,2.0
4.0,16.485069274902344,3.0
4.0,16.546648025512695,4.0
4.0,16.511932373046875,5.0
4.0,16.38568115234375,6.0
4.0,16.54939842224121,7.0
4.0,16.405073165893555,8.0
4.0,16.44270896911621,9.0
4.0,16.43300437927246,10.0
4.0,16.432186126708984,11.0
4.0,16.407611846923828,12.0
4.0,16.478540420532227,13.0
4.0,16.499914169311523,14.0
5.0,16.68083381652832,0.0
5.0,16.62346839904785,1.0
5.0,17.34641456604004,2.0
5.0,16.328584671020508,3.0
5.0,16.39325714111328,4.0
5.0,16.330707550048828,5.0
5.0,16.394275665283203,6.0
5.0,16.28289222717285,7.0
5.0,16.265893936157227,8.0
5.0,16.448163986206055,9.0
5.0,16.002408981323242,10.0
5.0,15.53848648071289,11.0
5.0,15.788803100585938,12.0
5.0,15.950568199157715,13.0
5.0,15.9490966796875,14.0
6.0,15.940414428710938,0.0
6.0,17.320301055908203,1.0
6.0,16.098215103149414,2.0
6.0,16.182527542114258,3.0
6.0,16.262697219848633,4.0
6.0,16.242753982543945,5.0
6.0,16.321208953857422,6.0
6.0,16.233583450317383,7.0
6.0,15.811835289001465,8.0
6.0,15.617899894714355,9.0
6.0,16.0401554107666,10.0
6.0,15.857283592224121,11.0
6.0,15.771931648254395,12.0
6.0,15.76656723022461,13.0
6.0,15.804410934448242,14.0
