run_id,architecture,accuracy,type,epochs
0.0,0.0,44.900001525878906,0.0,0.0
0.0,0.0,44.25,1.0,0.0
0.0,0.0,92.30000305175781,0.0,5.0
0.0,0.0,89.0,1.0,5.0
0.0,0.0,96.5,0.0,10.0
0.0,0.0,93.75,1.0,10.0
0.0,0.0,98.0999984741211,0.0,15.0
0.0,0.0,95.0,1.0,15.0
0.0,0.0,99.0999984741211,0.0,20.0
0.0,0.0,96.5,1.0,20.0
0.0,0.0,99.19999694824219,0.0,25.0
0.0,0.0,96.25,1.0,25.0
1.0,0.0,51.29999923706055,0.0,0.0
1.0,0.0,50.0,1.0,0.0
1.0,0.0,92.80000305175781,0.0,5.0
1.0,0.0,90.75,1.0,5.0
1.0,0.0,97.9000015258789,0.0,10.0
1.0,0.0,96.25,1.0,10.0
1.0,0.0,98.4000015258789,0.0,15.0
1.0,0.0,96.25,1.0,15.0
1.0,0.0,99.0999984741211,0.0,20.0
1.0,0.0,96.25,1.0,20.0
1.0,0.0,99.5999984741211,0.0,25.0
1.0,0.0,97.0,1.0,25.0
2.0,0.0,44.599998474121094,0.0,0.0
2.0,0.0,41.75,1.0,0.0
2.0,0.0,93.9000015258789,0.0,5.0
2.0,0.0,93.25,1.0,5.0
2.0,0.0,97.5999984741211,0.0,10.0
2.0,0.0,95.5,1.0,10.0
2.0,0.0,98.30000305175781,0.0,15.0
2.0,0.0,97.0,1.0,15.0
2.0,0.0,98.30000305175781,0.0,20.0
2.0,0.0,96.5,1.0,20.0
2.0,0.0,99.0,0.0,25.0
2.0,0.0,97.25,1.0,25.0
3.0,0.0,46.29999923706055,0.0,0.0
3.0,0.0,47.75,1.0,0.0
3.0,0.0,91.0999984741211,0.0,5.0
3.0,0.0,88.25,1.0,5.0
3.0,0.0,96.5999984741211,0.0,10.0
3.0,0.0,95.5,1.0,10.0
3.0,0.0,96.19999694824219,0.0,15.0
3.0,0.0,94.25,1.0,15.0
3.0,0.0,98.30000305175781,0.0,20.0
3.0,0.0,96.25,1.0,20.0
3.0,0.0,99.0999984741211,0.0,25.0
3.0,0.0,97.75,1.0,25.0
4.0,0.0,51.70000076293945,0.0,0.0
4.0,0.0,54.5,1.0,0.0
4.0,0.0,93.0,0.0,5.0
4.0,0.0,93.0,1.0,5.0
4.0,0.0,95.0,0.0,10.0
4.0,0.0,93.5,1.0,10.0
4.0,0.0,97.19999694824219,0.0,15.0
4.0,0.0,94.5,1.0,15.0
4.0,0.0,98.5999984741211,0.0,20.0
4.0,0.0,96.0,1.0,20.0
4.0,0.0,98.80000305175781,0.0,25.0
4.0,0.0,96.75,1.0,25.0
5.0,0.0,51.599998474121094,0.0,0.0
5.0,0.0,52.0,1.0,0.0
5.0,0.0,92.30000305175781,0.0,5.0
5.0,0.0,89.25,1.0,5.0
5.0,0.0,97.30000305175781,0.0,10.0
5.0,0.0,94.5,1.0,10.0
5.0,0.0,98.4000015258789,0.0,15.0
5.0,0.0,94.75,1.0,15.0
5.0,0.0,99.5,0.0,20.0
5.0,0.0,96.0,1.0,20.0
5.0,0.0,98.80000305175781,0.0,25.0
5.0,0.0,96.0,1.0,25.0
6.0,0.0,49.0,0.0,0.0
6.0,0.0,49.0,1.0,0.0
6.0,0.0,91.80000305175781,0.0,5.0
6.0,0.0,87.25,1.0,5.0
6.0,0.0,97.0999984741211,0.0,10.0
6.0,0.0,94.5,1.0,10.0
6.0,0.0,97.0999984741211,0.0,15.0
6.0,0.0,96.75,1.0,15.0
6.0,0.0,98.5999984741211,0.0,20.0
6.0,0.0,96.25,1.0,20.0
6.0,0.0,99.30000305175781,0.0,25.0
6.0,0.0,98.0,1.0,25.0
7.0,0.0,45.099998474121094,0.0,0.0
7.0,0.0,45.75,1.0,0.0
7.0,0.0,93.80000305175781,0.0,5.0
7.0,0.0,90.25,1.0,5.0
7.0,0.0,97.19999694824219,0.0,10.0
7.0,0.0,93.5,1.0,10.0
7.0,0.0,98.69999694824219,0.0,15.0
7.0,0.0,95.0,1.0,15.0
7.0,0.0,99.0999984741211,0.0,20.0
7.0,0.0,96.0,1.0,20.0
7.0,0.0,98.5,0.0,25.0
7.0,0.0,95.75,1.0,25.0
8.0,0.0,56.599998474121094,0.0,0.0
8.0,0.0,52.5,1.0,0.0
8.0,0.0,92.30000305175781,0.0,5.0
8.0,0.0,90.0,1.0,5.0
8.0,0.0,95.30000305175781,0.0,10.0
8.0,0.0,95.0,1.0,10.0
8.0,0.0,97.80000305175781,0.0,15.0
8.0,0.0,95.0,1.0,15.0
8.0,0.0,98.80000305175781,0.0,20.0
8.0,0.0,96.75,1.0,20.0
8.0,0.0,98.0999984741211,0.0,25.0
8.0,0.0,95.0,1.0,25.0
9.0,0.0,45.79999923706055,0.0,0.0
9.0,0.0,43.5,1.0,0.0
9.0,0.0,92.80000305175781,0.0,5.0
9.0,0.0,90.0,1.0,5.0
9.0,0.0,97.69999694824219,0.0,10.0
9.0,0.0,94.25,1.0,10.0
9.0,0.0,98.4000015258789,0.0,15.0
9.0,0.0,95.25,1.0,15.0
9.0,0.0,99.0,0.0,20.0
9.0,0.0,95.0,1.0,20.0
9.0,0.0,99.0999984741211,0.0,25.0
9.0,0.0,94.25,1.0,25.0
0.0,1.0,45.79999923706055,0.0,0.0
0.0,1.0,46.0,1.0,0.0
0.0,1.0,91.19999694824219,0.0,5.0
0.0,1.0,90.25,1.0,5.0
0.0,1.0,97.30000305175781,0.0,10.0
0.0,1.0,92.25,1.0,10.0
0.0,1.0,98.4000015258789,0.0,15.0
0.0,1.0,96.5,1.0,15.0
0.0,1.0,98.4000015258789,0.0,20.0
0.0,1.0,96.0,1.0,20.0
0.0,1.0,98.5,0.0,25.0
0.0,1.0,95.25,1.0,25.0
1.0,1.0,56.29999923706055,0.0,0.0
1.0,1.0,55.0,1.0,0.0
1.0,1.0,89.4000015258789,0.0,5.0
1.0,1.0,87.0,1.0,5.0
1.0,1.0,96.19999694824219,0.0,10.0
1.0,1.0,97.0,1.0,10.0
1.0,1.0,98.80000305175781,0.0,15.0
1.0,1.0,97.5,1.0,15.0
1.0,1.0,99.30000305175781,0.0,20.0
1.0,1.0,97.5,1.0,20.0
1.0,1.0,99.0999984741211,0.0,25.0
1.0,1.0,98.0,1.0,25.0
2.0,1.0,54.20000076293945,0.0,0.0
2.0,1.0,52.5,1.0,0.0
2.0,1.0,93.9000015258789,0.0,5.0
2.0,1.0,92.25,1.0,5.0
2.0,1.0,96.5999984741211,0.0,10.0
2.0,1.0,93.5,1.0,10.0
2.0,1.0,98.5999984741211,0.0,15.0
2.0,1.0,95.5,1.0,15.0
2.0,1.0,98.4000015258789,0.0,20.0
2.0,1.0,96.0,1.0,20.0
2.0,1.0,99.0999984741211,0.0,25.0
2.0,1.0,96.0,1.0,25.0
3.0,1.0,44.20000076293945,0.0,0.0
3.0,1.0,45.25,1.0,0.0
3.0,1.0,90.69999694824219,0.0,5.0
3.0,1.0,84.25,1.0,5.0
3.0,1.0,96.4000015258789,0.0,10.0
3.0,1.0,92.75,1.0,10.0
3.0,1.0,98.5999984741211,0.0,15.0
3.0,1.0,94.5,1.0,15.0
3.0,1.0,98.5999984741211,0.0,20.0
3.0,1.0,94.75,1.0,20.0
3.0,1.0,99.4000015258789,0.0,25.0
3.0,1.0,96.25,1.0,25.0
4.0,1.0,53.0,0.0,0.0
4.0,1.0,56.0,1.0,0.0
4.0,1.0,95.19999694824219,0.0,5.0
4.0,1.0,90.75,1.0,5.0
4.0,1.0,95.5,0.0,10.0
4.0,1.0,91.25,1.0,10.0
4.0,1.0,98.0999984741211,0.0,15.0
4.0,1.0,95.0,1.0,15.0
4.0,1.0,98.80000305175781,0.0,20.0
4.0,1.0,95.5,1.0,20.0
4.0,1.0,99.0999984741211,0.0,25.0
4.0,1.0,96.75,1.0,25.0
5.0,1.0,45.599998474121094,0.0,0.0
5.0,1.0,48.25,1.0,0.0
5.0,1.0,93.30000305175781,0.0,5.0
5.0,1.0,88.5,1.0,5.0
5.0,1.0,96.19999694824219,0.0,10.0
5.0,1.0,93.0,1.0,10.0
5.0,1.0,96.69999694824219,0.0,15.0
5.0,1.0,93.75,1.0,15.0
5.0,1.0,97.9000015258789,0.0,20.0
5.0,1.0,96.25,1.0,20.0
5.0,1.0,99.30000305175781,0.0,25.0
5.0,1.0,94.25,1.0,25.0
6.0,1.0,46.0,0.0,0.0
6.0,1.0,43.5,1.0,0.0
6.0,1.0,93.4000015258789,0.0,5.0
6.0,1.0,90.75,1.0,5.0
6.0,1.0,96.9000015258789,0.0,10.0
6.0,1.0,92.5,1.0,10.0
6.0,1.0,98.0999984741211,0.0,15.0
6.0,1.0,95.75,1.0,15.0
6.0,1.0,98.9000015258789,0.0,20.0
6.0,1.0,95.25,1.0,20.0
6.0,1.0,99.0,0.0,25.0
6.0,1.0,96.75,1.0,25.0
7.0,1.0,55.5,0.0,0.0
7.0,1.0,46.0,1.0,0.0
7.0,1.0,90.5,0.0,5.0
7.0,1.0,89.5,1.0,5.0
7.0,1.0,97.0,0.0,10.0
7.0,1.0,94.25,1.0,10.0
7.0,1.0,98.5999984741211,0.0,15.0
7.0,1.0,96.5,1.0,15.0
7.0,1.0,99.0,0.0,20.0
7.0,1.0,96.0,1.0,20.0
7.0,1.0,99.0999984741211,0.0,25.0
7.0,1.0,97.5,1.0,25.0
8.0,1.0,45.79999923706055,0.0,0.0
8.0,1.0,43.5,1.0,0.0
8.0,1.0,94.5,0.0,5.0
8.0,1.0,88.25,1.0,5.0
8.0,1.0,98.19999694824219,0.0,10.0
8.0,1.0,91.75,1.0,10.0
8.0,1.0,97.30000305175781,0.0,15.0
8.0,1.0,91.75,1.0,15.0
8.0,1.0,99.0999984741211,0.0,20.0
8.0,1.0,92.75,1.0,20.0
8.0,1.0,99.5999984741211,0.0,25.0
8.0,1.0,94.0,1.0,25.0
9.0,1.0,49.400001525878906,0.0,0.0
9.0,1.0,52.25,1.0,0.0
9.0,1.0,93.0,0.0,5.0
9.0,1.0,88.75,1.0,5.0
9.0,1.0,96.69999694824219,0.0,10.0
9.0,1.0,94.0,1.0,10.0
9.0,1.0,98.9000015258789,0.0,15.0
9.0,1.0,95.5,1.0,15.0
9.0,1.0,98.5999984741211,0.0,20.0
9.0,1.0,96.5,1.0,20.0
9.0,1.0,98.69999694824219,0.0,25.0
9.0,1.0,95.25,1.0,25.0
0.0,2.0,55.599998474121094,0.0,0.0
0.0,2.0,52.0,1.0,0.0
0.0,2.0,92.9000015258789,0.0,5.0
0.0,2.0,88.0,1.0,5.0
0.0,2.0,95.9000015258789,0.0,10.0
0.0,2.0,92.0,1.0,10.0
0.0,2.0,98.30000305175781,0.0,15.0
0.0,2.0,93.5,1.0,15.0
0.0,2.0,99.19999694824219,0.0,20.0
0.0,2.0,95.0,1.0,20.0
0.0,2.0,99.0,0.0,25.0
0.0,2.0,95.0,1.0,25.0
1.0,2.0,55.900001525878906,0.0,0.0
1.0,2.0,53.25,1.0,0.0
1.0,2.0,92.5999984741211,0.0,5.0
1.0,2.0,88.5,1.0,5.0
1.0,2.0,96.30000305175781,0.0,10.0
1.0,2.0,93.5,1.0,10.0
1.0,2.0,98.69999694824219,0.0,15.0
1.0,2.0,95.0,1.0,15.0
1.0,2.0,98.80000305175781,0.0,20.0
1.0,2.0,94.5,1.0,20.0
1.0,2.0,99.0,0.0,25.0
1.0,2.0,95.75,1.0,25.0
2.0,2.0,53.79999923706055,0.0,0.0
2.0,2.0,57.0,1.0,0.0
2.0,2.0,92.0999984741211,0.0,5.0
2.0,2.0,89.75,1.0,5.0
2.0,2.0,96.5,0.0,10.0
2.0,2.0,93.0,1.0,10.0
2.0,2.0,97.4000015258789,0.0,15.0
2.0,2.0,95.75,1.0,15.0
2.0,2.0,98.4000015258789,0.0,20.0
2.0,2.0,97.0,1.0,20.0
2.0,2.0,99.19999694824219,0.0,25.0
2.0,2.0,98.75,1.0,25.0
3.0,2.0,45.5,0.0,0.0
3.0,2.0,49.5,1.0,0.0
3.0,2.0,93.0,0.0,5.0
3.0,2.0,90.25,1.0,5.0
3.0,2.0,94.9000015258789,0.0,10.0
3.0,2.0,93.75,1.0,10.0
